basari_sirasi,tyt_turkce,tyt_matematik,tyt_sosyal,tyt_fen
970633.0,18.1,4.4,8.3,0.8
838565.0,20.2,6.1,10.2,2.0
936484.0,18.6,6.0,8.4,0.9
774658.0,21.1,4.0,9.7,0.3
592977.0,22.9,8.9,9.9,1.3
838805.0,21.3,9.1,8.4,1.6
967826.0,19.5,7.6,10.5,2.5
774153.0,24.9,5.5,10.0,1.3
839707.0,23.4,4.8,10.1,0.0
603689.0,22.7,6.2,10.0,2.2
756787.0,22.1,4.1,9.6,1.1
840575.0,21.1,4.7,8.1,0.7000000000000001
855504.0,20.5,4.6,8.7,1.7000000000000002
881386.0,21.7,4.5,9.2,0.5
840924.0,23.7,6.6,9.7,0.8
576472.0,23.3,7.4,9.4,1.4
712851.0,24.9,5.8,10.5,1.0
841205.0,22.2,5.7,9.2,0.7000000000000001
841954.0,21.6,5.0,9.1,1.4
963641.0,20.6,4.1,8.8,1.1
841446.0,15.5,5.6,9.1,0.3
711568.0,21.9,6.5,9.2,1.2
841478.0,20.1,9.1,8.3,0.9
894298.0,18.8,5.3,7.9,1.5
745391.0,22.9,7.2,11.5,0.7000000000000001
842388.0,20.9,8.3,10.3,1.3
859776.0,20.9,5.7,9.2,1.1
870672.0,21.8,5.0,10.0,0.4
844810.0,20.8,5.5,9.7,0.5
801490.0,20.5,4.8,9.2,1.0
750874.0,21.4,5.0,9.1,1.0
844925.0,20.8,7.1,8.9,1.6
869431.0,17.9,5.0,8.5,1.2
1657694.0,14.1,1.1,6.9,0.7000000000000001
845074.0,20.6,5.0,9.8,1.3
621893.0,21.0,5.0,8.4,0.1
764219.0,20.5,5.4,9.9,0.7000000000000001
845099.0,20.1,7.9,9.4,0.8
721861.0,20.7,7.5,9.0,1.9
677395.0,21.6,3.8,10.6,0.7000000000000001
845228.0,21.8,6.2,9.3,0.5
537078.0,21.8,6.2,10.4,1.1
738596.0,21.9,3.1,10.0,0.6000000000000001
845391.0,22.3,4.7,9.7,0.7000000000000001
877931.0,19.3,3.9,9.6,0.9
791764.0,22.5,5.2,9.2,0.6000000000000001
846419.0,21.0,4.7,10.1,0.7000000000000001
839978.0,20.5,4.9,8.7,0.9
839930.0,19.8,11.2,9.4,2.2
847050.0,22.2,12.0,11.1,3.0
805059.0,23.2,5.6,9.4,0.8
684055.0,23.5,5.5,9.7,1.1
847216.0,20.9,4.8,9.0,0.9
879152.0,19.2,4.4,9.1,0.8
754854.0,21.4,2.8,9.2,0.7000000000000001
847448.0,20.7,4.9,8.7,1.0
834205.0,19.7,4.1,8.4,1.0
839382.0,21.5,7.1,10.5,2.0
847906.0,21.2,8.5,9.5,2.1
849452.0,18.5,5.3,8.5,0.4
1677473.0,17.9,3.0,9.2,0.8
848219.0,21.2,6.8,9.7,1.2
830732.0,21.5,5.5,9.6,1.6
740988.0,21.1,3.9,10.4,0.6000000000000001
848701.0,22.2,4.4,9.8,0.5
594664.0,20.2,5.0,10.2,1.1
648924.0,19.8,6.2,13.1,2.2
849255.0,19.8,5.0,8.3,2.2
916505.0,20.5,5.6,7.7,0.6000000000000001
767662.0,20.4,5.3,9.2,1.0
850344.0,21.7,6.5,8.3,1.0
844521.0,18.8,4.9,9.1,1.0
722617.0,22.9,4.5,9.7,1.0
850417.0,21.0,4.6,9.4,0.8
875262.0,19.8,3.9,8.3,0.9
786090.0,20.4,3.9,9.4,1.0
851330.0,21.0,4.3,11.6,1.0
923565.0,22.3,5.2,9.7,0.9
851929.0,23.2,11.3,10.3,1.8
992653.0,19.7,7.9,8.8,2.1
764337.0,21.6,5.3,9.8,0.6000000000000001
852321.0,21.7,5.4,9.1,0.6000000000000001
862249.0,18.6,5.0,8.7,1.3
1490415.0,17.9,3.4,7.2,0.1
852727.0,22.5,3.9,8.8,0.9
825279.0,19.5,3.1,8.5,2.2
910120.0,21.9,5.3,10.2,0.9
853331.0,23.2,5.4,11.5,0.7000000000000001
893639.0,20.3,4.5,9.2,1.0
739696.0,22.0,5.5,9.3,0.9
853380.0,19.6,7.1,8.9,1.8
865143.0,18.6,5.9,8.6,1.4
703786.0,17.9,6.4,11.6,3.2
855468.0,21.9,6.0,8.9,0.5
760867.0,22.3,3.3,10.1,0.5
855635.0,20.3,4.6,8.6,0.3
919249.0,17.6,4.3,8.1,0.9
735842.0,22.7,4.2,9.8,0.5
856712.0,21.0,5.5,8.8,0.6000000000000001
810823.0,19.3,3.4,8.5,1.0
789657.0,21.8,4.1,9.2,0.6000000000000001
857577.0,20.2,6.1,9.7,1.1
862853.0,19.9,4.0,9.5,1.4
1311349.0,19.3,2.2,6.5,0.5
858829.0,22.2,3.4,9.2,0.4
742186.0,20.2,3.2,9.4,0.8
746875.0,23.9,4.1,10.3,1.1
859224.0,22.1,5.7,10.1,0.7000000000000001
848094.0,20.8,3.3,8.9,0.7000000000000001
776306.0,21.1,4.6,9.0,1.1
859425.0,19.5,6.8,8.1,1.2
882941.0,18.8,5.3,7.9,1.0
767877.0,22.3,5.5,10.0,0.6000000000000001
859466.0,21.0,6.2,9.7,0.8
849785.0,19.2,6.0,9.5,0.8
731911.0,22.0,4.0,10.1,0.6000000000000001
859724.0,20.6,8.3,10.1,0.8
545225.0,23.7,6.1,11.5,1.7000000000000002
1482628.0,19.1,3.8,7.6,0.5
860850.0,21.3,4.5,8.7,0.0
1062316.0,19.2,4.1,7.6,0.7000000000000001
1598003.0,17.4,1.8,5.3,0.6000000000000001
860941.0,20.7,3.8,9.7,0.5
922113.0,19.9,4.2,7.8,0.5
822720.0,21.6,4.1,9.8,0.6000000000000001
861189.0,21.5,4.0,9.4,0.2
858141.0,21.0,4.6,9.5,1.4
682275.0,24.3,4.4,11.0,1.3
861394.0,20.8,6.2,10.2,1.3
765761.0,22.5,4.2,9.5,1.1
1442603.0,18.1,3.9,6.8,0.6000000000000001
861978.0,17.1,11.2,6.9,0.2
815720.0,22.8,4.1,10.3,0.0
791837.0,21.5,4.9,9.0,1.0
1004432.0,21.9,5.0,9.9,0.7000000000000001
862154.0,21.7,8.7,10.9,1.3
860857.0,20.1,6.5,9.6,1.4
682128.0,24.0,6.6,10.1,0.8
864343.0,21.2,8.1,9.8,0.9
842835.0,21.2,5.4,9.4,1.1
852083.0,20.8,6.8,8.5,1.2
864624.0,21.7,6.8,8.0,1.1
478937.0,27.0,8.2,10.5,2.8
699914.0,24.1,5.6,10.5,0.9
865870.0,21.9,5.9,10.0,1.1
823967.0,20.6,3.8,9.4,0.8
1212492.0,18.2,4.2,8.9,0.4
866514.0,22.0,8.2,11.3,1.0
1028308.0,17.6,3.5,8.1,0.6000000000000001
1122525.0,19.7,4.5,8.2,0.6000000000000001
867220.0,21.0,6.2,9.0,0.6000000000000001
743550.0,20.4,7.7,7.2,2.3
703372.0,22.0,8.4,10.5,1.2
867889.0,21.4,9.7,8.2,2.3
731781.0,20.8,7.7,8.3,2.2
829680.0,22.8,3.6,10.4,1.4
868144.0,20.7,5.7,10.3,1.2
927595.0,18.1,4.2,8.9,1.6
916988.0,20.7,5.0,9.2,0.8
868188.0,20.8,6.6,9.2,1.2
707133.0,18.4,9.3,8.3,2.4
759870.0,21.0,5.3,9.3,0.5
868241.0,20.9,7.2,8.1,0.7000000000000001
854781.0,19.0,4.1,8.4,0.8
816657.0,18.8,2.9,9.2,-0.1
868691.0,23.6,6.9,13.3,2.9
825047.0,22.5,8.2,9.1,1.8
1582766.0,18.4,3.9,7.7,1.4
869232.0,22.0,6.1,9.4,0.9
742364.0,21.4,4.4,9.1,1.4
771366.0,24.0,4.3,12.3,0.5
870392.0,24.4,8.9,9.9,1.0
474240.0,24.7,9.1,10.5,1.6
713400.0,22.8,4.5,9.6,0.6000000000000001
870704.0,20.8,5.4,8.2,0.7000000000000001
897990.0,18.5,4.6,8.3,1.7000000000000002
745482.0,22.1,3.9,9.1,0.6000000000000001
870729.0,20.9,4.1,8.8,0.8
888231.0,19.1,3.5,8.7,0.5
704795.0,22.7,5.6,9.8,1.6
871168.0,21.1,8.2,9.0,0.9
966546.0,18.3,5.3,7.5,2.0
764510.0,21.3,5.9,9.6,1.0
871990.0,20.3,7.0,8.6,1.4
907038.0,18.6,6.1,8.3,1.0
797232.0,21.0,3.7,9.6,1.0
872105.0,21.0,5.5,8.8,0.7000000000000001
932665.0,17.7,4.1,8.1,1.1
785727.0,21.1,4.3,9.6,0.6000000000000001
872247.0,20.9,6.3,9.0,0.8
897600.0,19.2,3.3,8.4,0.7000000000000001
740784.0,24.0,6.2,10.5,0.9
872548.0,20.1,5.4,9.5,0.7000000000000001
804835.0,19.3,4.6,8.6,0.8
734847.0,21.2,3.6,9.4,0.3
1508740.0,14.3,2.3,4.8,0.5
873854.0,20.6,10.9,7.0,4.2
1100988.0,19.0,3.9,8.0,0.8
874857.0,20.0,5.2,9.2,0.3
839886.0,20.7,4.2,9.1,0.9
1012686.0,20.9,4.8,9.2,1.0
876305.0,23.2,6.3,9.2,1.0
676283.0,20.9,6.4,9.2,1.4
528090.0,25.4,5.3,11.5,0.6000000000000001
876779.0,23.5,6.6,9.9,0.5
383271.0,24.0,10.2,10.0,1.4
981634.0,19.6,6.0,7.6,1.0
876927.0,21.5,5.5,9.2,1.6
862678.0,19.3,7.1,9.0,2.8
652948.0,21.7,9.8,9.5,1.7000000000000002
877236.0,18.2,6.5,8.8,1.5
688521.0,21.1,7.0,9.4,1.4
822225.0,21.8,4.6,10.1,0.4
877888.0,22.9,3.7,9.9,0.5
934632.0,18.8,2.9,8.2,0.9
666897.0,22.6,4.1,10.1,0.9
878191.0,22.0,6.2,9.0,0.8
549945.0,21.9,5.3,10.7,1.5
991787.0,19.4,3.0,8.7,-0.3
879838.0,13.1,5.9,7.3,0.6000000000000001
712115.0,22.8,7.8,8.0,1.0
815038.0,20.5,3.5,9.1,0.6000000000000001
879974.0,20.4,6.3,8.8,1.0
909094.0,17.3,5.7,7.6,1.1
1100882.0,21.2,1.9,9.1,0.4
880757.0,21.6,3.3,9.7,0.4
864716.0,17.2,4.9,7.8,0.8
790429.0,22.3,4.9,10.4,0.9
881358.0,20.0,7.3,9.2,0.9
890002.0,18.7,3.6,9.2,0.9
821137.0,22.4,4.6,8.6,1.0
881943.0,22.0,4.5,8.6,0.7000000000000001
780720.0,22.0,4.9,9.1,0.8
587509.0,24.6,6.6,10.5,1.3
882419.0,22.1,7.7,9.8,0.6000000000000001
768209.0,22.0,5.5,9.0,1.4
883295.0,22.7,6.6,9.5,1.2
629935.0,23.1,5.1,8.7,1.4
788075.0,23.1,8.4,11.4,1.8
884440.0,22.5,1.4,8.3,0.5
692154.0,25.5,4.0,9.6,-0.4
781005.0,21.2,3.7,9.6,0.6000000000000001
885259.0,20.4,4.5,9.3,0.7000000000000001
873677.0,18.0,3.8,8.9,1.1
773008.0,22.0,4.2,9.2,0.6000000000000001
886551.0,20.9,5.1,9.5,0.5
930526.0,18.8,5.5,8.1,1.5
557637.0,26.0,6.2,11.2,0.8
887285.0,26.7,8.8,11.1,0.9
360066.0,26.1,9.2,11.8,1.9
835095.0,21.6,2.8,10.2,0.9
887383.0,22.0,5.4,10.5,0.7000000000000001
785907.0,20.0,4.5,10.1,0.8
803029.0,21.6,4.1,9.0,0.4
887939.0,19.4,5.4,9.3,0.6000000000000001
1005259.0,15.4,4.4,7.5,0.9
729374.0,21.6,4.7,9.2,1.2
887995.0,19.9,6.6,9.1,1.3
927621.0,17.9,4.8,8.1,1.0
1106548.0,21.6,2.5,8.5,0.6000000000000001
888156.0,22.1,6.8,9.1,0.8
650732.0,24.0,5.5,7.9,1.5
717881.0,20.8,2.9,9.4,0.7000000000000001
889262.0,22.6,5.6,9.6,0.6000000000000001
552322.0,21.0,6.2,10.5,0.8
862024.0,20.3,5.4,9.1,0.5
889735.0,21.1,5.2,9.0,0.4
957450.0,19.1,5.5,8.9,1.8
728583.0,24.2,7.6,10.0,1.7000000000000002
889933.0,21.6,7.0,9.4,2.8
936487.0,19.1,4.5,7.1,1.4
764289.0,22.3,4.4,10.0,1.2
890320.0,21.1,6.2,8.9,1.1
807306.0,18.7,5.2,9.5,1.5
1113206.0,20.8,3.1,9.4,0.6000000000000001
890532.0,23.2,4.4,11.1,0.6000000000000001
932071.0,20.2,5.8,8.6,0.5
1106283.0,17.8,7.7,8.2,1.6
890573.0,21.3,6.0,8.6,2.7
663725.0,18.4,7.8,7.7,0.5
801839.0,21.5,3.5,9.7,0.8
890693.0,20.5,5.8,9.0,1.0
894150.0,18.5,4.2,8.5,1.0
796928.0,22.1,5.3,9.4,1.0
890977.0,20.9,8.6,8.9,0.6000000000000001
775908.0,19.7,5.8,9.6,1.7000000000000002
847709.0,20.5,4.1,8.8,0.8
891656.0,20.9,3.2,10.1,0.6000000000000001
867479.0,18.9,3.4,8.9,0.8
801517.0,22.6,5.2,8.2,0.7000000000000001
892537.0,21.3,5.2,7.9,0.5
609730.0,21.9,6.0,9.1,0.6000000000000001
811556.0,23.5,6.3,9.8,1.1
894221.0,20.7,5.9,10.7,1.3
1038205.0,16.4,3.4,8.6,0.9
1057219.0,14.9,3.0,6.5,0.0
894740.0,20.8,7.7,7.1,0.0
796124.0,21.1,4.1,9.4,0.7000000000000001
896159.0,20.6,5.7,8.6,0.8
908716.0,19.6,3.7,8.9,0.8
1568421.0,15.9,1.4,4.8,0.4
896508.0,21.4,4.2,10.1,0.4
1048443.0,19.4,3.2,7.0,0.7000000000000001
1487387.0,19.7,2.7,8.6,0.9
897037.0,21.3,3.4,10.8,0.7000000000000001
960605.0,19.4,2.2,8.5,1.0
1205157.0,18.1,3.6,9.2,0.2
898489.0,19.5,6.9,9.7,1.4
1290479.0,17.4,4.7,6.4,0.9
1254421.0,16.7,1.6,6.0,0.4
899598.0,20.6,2.4,10.9,-0.2
910945.0,19.6,5.8,6.6,1.0
885205.0,20.9,2.8,9.4,0.4
899710.0,19.7,4.3,9.9,0.5
698458.0,20.9,5.0,9.6,0.9
771482.0,20.6,4.1,9.5,0.9
899879.0,19.9,5.5,9.0,0.8
903353.0,18.7,5.6,8.3,1.3
821004.0,23.4,6.2,10.5,1.6
900001.0,20.3,5.6,10.0,0.9
874234.0,20.0,3.5,9.6,0.6000000000000001
906035.0,22.0,4.8,9.1,0.9
900469.0,20.7,8.5,9.8,1.1
949436.0,17.6,6.8,8.0,1.3
759375.0,21.7,3.3,9.3,0.6000000000000001
900678.0,20.6,4.1,9.7,0.6000000000000001
963275.0,18.5,3.5,7.9,0.8
1042454.0,18.1,3.5,8.1,0.5
903026.0,20.2,7.3,9.7,1.2
967456.0,17.4,3.7,9.3,0.9
832995.0,23.3,4.4,10.0,0.7000000000000001
905468.0,21.7,7.2,10.6,1.0
972389.0,18.0,4.7,9.1,0.9
919158.0,21.3,3.3,9.4,0.6000000000000001
906390.0,23.2,6.4,9.7,0.5
566781.0,24.5,7.1,10.6,1.9
831055.0,20.9,4.0,9.0,0.5
906733.0,18.6,4.6,9.3,0.6000000000000001
988643.0,19.7,4.4,8.0,0.5
782623.0,20.8,3.0,9.4,0.5
907263.0,19.5,3.7,8.5,0.5
951226.0,19.0,4.7,8.0,0.7000000000000001
516394.0,26.9,7.3,12.1,0.8
907397.0,21.1,5.7,10.2,0.6000000000000001
920496.0,19.1,3.2,8.4,0.8
1230485.0,16.3,2.4,6.6,1.2
907760.0,19.9,1.9,8.4,0.1
1183117.0,16.6,0.4,6.0,0.6000000000000001
841278.0,21.1,4.1,9.9,0.6000000000000001
908342.0,20.5,4.2,9.9,0.4
777347.0,19.4,4.7,10.0,0.9
684574.0,21.0,5.2,11.1,0.7000000000000001
908364.0,21.1,4.5,10.0,1.8
593575.0,22.7,4.9,9.5,0.6000000000000001
1195545.0,10.2,2.4,3.5,-0.1
909892.0,18.0,4.6,9.7,-0.8
868819.0,20.7,3.5,9.1,0.5
787271.0,23.0,4.0,9.6,0.5
887435.0,23.1,6.7,9.2,0.6000000000000001
910244.0,20.8,7.9,9.7,1.2
1046227.0,20.8,4.5,9.5,1.2
783459.0,21.4,4.5,8.8,0.7000000000000001
910317.0,21.0,4.7,8.5,0.4
921938.0,18.1,4.0,8.7,1.3
1013731.0,18.9,4.4,7.7,1.0
910437.0,20.0,5.5,8.4,1.1
859234.0,17.7,5.6,7.0,1.0
846829.0,21.8,4.4,9.0,0.8
911712.0,21.0,6.4,8.9,1.2
966897.0,18.5,5.7,9.2,0.7000000000000001
843942.0,20.8,3.6,9.8,0.7000000000000001
914896.0,20.4,4.5,8.9,0.6000000000000001
950291.0,16.6,4.0,8.7,1.7000000000000002
849871.0,20.5,4.0,8.1,1.0
914964.0,19.1,6.4,9.2,1.1
917678.0,18.4,3.5,8.5,1.3
828910.0,19.8,4.1,8.3,0.8
915639.0,20.2,6.0,10.1,0.8
956781.0,18.1,3.8,8.7,0.9
753019.0,22.0,3.9,9.1,0.5
916024.0,21.3,4.0,8.9,0.5
850442.0,19.7,2.9,9.0,0.6000000000000001
1700583.0,15.6,2.8,6.2,0.1
917311.0,20.3,5.6,8.9,0.6000000000000001
918146.0,18.3,4.1,8.3,1.0
1328065.0,21.2,3.0,9.9,0.4
917410.0,22.1,5.6,9.8,0.4
952770.0,17.7,2.9,9.7,0.2
1141128.0,18.3,3.5,7.6,0.4
918417.0,19.4,7.0,9.7,1.3
1026899.0,17.4,4.4,8.0,1.7000000000000002
765293.0,21.6,5.9,10.3,1.1
918711.0,22.3,5.3,9.8,0.1
700608.0,21.6,6.1,9.7,1.0
872438.0,19.7,3.7,8.4,0.8
918722.0,20.8,6.6,7.2,0.7000000000000001
891663.0,19.7,7.0,8.8,1.2
921536.0,20.2,4.9,8.9,0.8
919342.0,20.5,6.0,8.4,0.7000000000000001
840361.0,18.6,6.2,9.9,1.6
926298.0,20.6,4.3,9.0,1.0
920103.0,22.3,6.8,9.3,1.7000000000000002
689498.0,22.2,6.9,9.1,2.5
810987.0,20.8,3.0,9.3,0.6000000000000001
920320.0,20.8,4.0,8.4,0.6000000000000001
998507.0,17.9,4.3,7.7,1.0
857899.0,20.2,5.5,8.9,0.8
922305.0,20.3,5.6,8.6,0.9
914941.0,17.9,5.5,7.4,1.2
804586.0,21.6,5.2,9.0,1.2
923795.0,20.3,4.7,8.5,0.9
999818.0,17.7,4.5,7.6,1.5
806400.0,20.5,4.0,9.1,0.5
924943.0,19.4,3.5,10.1,0.5
963289.0,17.4,3.3,8.5,0.6000000000000001
838981.0,20.1,4.3,9.2,0.9
925221.0,21.7,6.0,9.7,0.9
921810.0,18.8,4.2,8.5,1.3
897704.0,22.3,5.0,8.3,0.1
926137.0,19.7,5.4,7.0,0.7000000000000001
1431299.0,17.9,3.7,6.5,0.3
1056172.0,18.2,4.9,7.5,0.6000000000000001
927188.0,20.4,5.8,8.2,0.7000000000000001
914688.0,19.0,5.7,8.6,1.9
1100129.0,20.9,2.8,8.9,0.6000000000000001
927302.0,22.4,3.9,10.5,0.6000000000000001
881406.0,21.5,4.4,9.5,0.4
928901.0,20.2,3.7,9.9,0.4
902754.0,18.0,6.4,8.0,1.5
985062.0,19.0,3.2,9.5,1.1
929264.0,14.9,11.9,9.4,2.6
1744096.0,6.8,1.8,5.0,1.9
830491.0,20.4,2.0,9.6,0.3
930105.0,21.1,3.2,9.1,0.7000000000000001
680023.0,19.8,3.7,10.4,0.7000000000000001
873875.0,18.8,2.5,8.6,0.5
930125.0,20.4,4.3,9.7,0.2
617924.0,20.5,3.3,10.5,0.8
876953.0,20.7,4.8,9.5,1.0
930128.0,20.3,6.0,9.6,0.6000000000000001
882090.0,17.8,4.7,8.5,1.1
558230.0,26.2,8.1,11.5,1.2
930151.0,20.5,7.0,9.8,1.0
963288.0,18.0,4.4,7.9,1.2
685633.0,22.4,6.4,10.5,0.8
930210.0,22.5,5.5,9.9,0.3
681410.0,21.1,7.8,10.4,1.3
859929.0,21.7,4.7,9.2,1.0
930623.0,22.0,5.1,8.6,1.1
932402.0,19.3,6.2,7.4,1.4
861374.0,20.8,4.5,8.3,0.9
930639.0,19.9,4.0,8.1,0.5
1007795.0,15.8,3.8,8.1,1.3
1073140.0,17.7,3.4,7.6,0.8
931683.0,19.0,9.6,8.4,1.7000000000000002
943188.0,17.2,4.2,7.8,0.4
840184.0,19.2,5.1,8.6,1.5
931790.0,20.0,6.2,9.2,1.0
772647.0,17.5,6.6,6.7,1.5
801016.0,23.6,5.5,9.8,0.7000000000000001
932724.0,19.6,5.7,8.5,1.6
824387.0,22.8,5.2,10.5,1.1
822612.0,22.7,3.1,9.9,0.6000000000000001
934259.0,20.4,5.5,8.3,0.7000000000000001
858257.0,18.5,4.0,7.9,1.1
980577.0,21.6,5.0,8.4,0.7000000000000001
934277.0,21.5,7.9,8.6,1.0
702700.0,21.0,6.4,9.2,2.2
847259.0,20.1,6.2,9.8,1.8
934673.0,20.2,4.2,6.9,0.2
1652316.0,11.8,2.4,6.7,0.3
1597610.0,16.1,1.6,5.6,0.6000000000000001
875634.0,23.5,2.3,10.0,0.9
885409.0,21.5,5.0,9.7,1.0
934754.0,19.7,6.2,9.4,0.5
767471.0,19.9,5.9,10.1,1.8
909900.0,20.7,4.4,9.0,1.0
935273.0,22.2,6.8,9.9,0.0
744771.0,22.8,7.9,8.9,1.2
899320.0,22.3,4.0,9.6,0.6000000000000001
935357.0,20.9,4.0,8.5,0.2
1069416.0,16.4,7.6,6.8,1.6
836135.0,21.4,4.6,9.5,0.4
935389.0,21.5,6.2,9.3,0.5
753851.0,21.5,6.0,9.5,1.2
853173.0,19.5,4.0,9.0,0.7000000000000001
935910.0,20.0,4.5,8.9,0.4
933089.0,18.1,3.4,7.5,0.9
1617455.0,14.6,2.0,5.2,0.4
935949.0,19.9,5.6,8.1,0.8
927054.0,19.9,3.6,8.2,1.2
1129078.0,18.1,2.8,8.5,0.4
936273.0,20.4,5.1,9.5,0.6000000000000001
901713.0,19.8,5.2,9.0,1.2
804479.0,23.0,3.6,9.3,0.6000000000000001
936718.0,20.7,3.4,9.1,0.3
909572.0,19.6,3.9,8.6,0.9
894270.0,21.8,3.5,10.1,0.6000000000000001
937274.0,19.3,5.8,8.8,1.4
1000323.0,18.6,3.6,8.9,1.3
785517.0,22.3,5.0,9.1,0.6000000000000001
937723.0,19.2,5.1,8.4,0.9
1019804.0,17.7,4.8,6.7,1.1
1011488.0,19.4,3.7,8.2,0.6000000000000001
937938.0,18.6,9.0,8.8,1.0
989587.0,16.3,5.1,7.8,0.8
957102.0,19.7,3.5,8.7,0.5
938071.0,21.4,3.8,9.3,0.7000000000000001
661607.0,23.2,6.5,10.1,0.6000000000000001
1497333.0,15.4,2.7,7.4,0.2
938205.0,15.8,4.9,6.3,0.0
934778.0,20.0,5.0,9.4,0.7000000000000001
939934.0,21.7,5.9,8.9,0.8
945379.0,17.7,4.7,9.0,1.4
1397500.0,15.0,1.6,7.9,0.5
940583.0,22.8,7.6,11.8,0.0
1295305.0,19.8,5.1,4.0,1.1
815679.0,21.5,3.3,10.3,0.3
940883.0,19.8,3.6,9.1,0.3
952337.0,19.4,3.1,9.9,0.9
1203184.0,18.7,5.1,8.2,1.2
941239.0,20.1,6.4,8.8,1.5
865926.0,18.8,5.5,8.0,1.8
885937.0,20.7,4.9,8.9,1.2
942400.0,23.0,6.3,9.8,0.2
621803.0,23.9,9.6,9.0,3.0
1051636.0,20.2,5.1,8.7,0.9
943771.0,19.9,8.8,9.0,1.4
951911.0,17.7,5.9,7.7,1.5
785272.0,23.2,4.7,9.8,0.6000000000000001
943802.0,21.5,4.7,9.4,0.2
952435.0,19.6,4.2,8.3,0.8
1510096.0,17.1,2.2,8.0,0.4
943882.0,20.8,3.8,8.5,0.5
836670.0,20.0,3.6,7.5,1.0
1674881.0,12.9,3.5,6.4,0.8
944123.0,20.7,7.9,9.6,0.1
522491.0,24.2,6.2,10.9,2.7
872799.0,20.5,3.4,8.8,0.9
944141.0,19.5,3.5,8.6,0.9
929393.0,18.2,2.7,8.0,0.6000000000000001
1678068.0,15.1,3.0,6.8,0.7000000000000001
944199.0,20.6,7.6,8.4,1.3
877567.0,19.2,4.8,7.0,1.1
884626.0,21.4,5.6,10.0,0.8
944610.0,20.1,8.8,8.5,0.8
927792.0,18.0,5.8,7.9,2.1
776800.0,23.8,4.9,10.4,0.9
944742.0,19.8,7.7,9.4,0.7000000000000001
889966.0,19.1,5.6,8.7,1.4
888893.0,19.4,4.1,8.6,0.8
946754.0,19.3,5.8,8.1,1.0
955059.0,19.3,4.3,8.1,1.1
864024.0,21.8,3.4,9.9,0.7000000000000001
1672820.0,17.4,1.5,6.6,0.2
947990.0,18.5,3.8,8.3,0.8
1079984.0,16.5,2.7,6.6,0.8
771914.0,20.7,5.5,9.5,1.8
948083.0,18.4,8.6,9.5,1.3
1171689.0,17.4,4.7,7.4,1.8
909161.0,20.9,3.9,8.6,0.4
948480.0,20.2,5.1,9.0,0.7000000000000001
950921.0,17.2,4.3,8.1,1.2
1095070.0,18.7,3.8,7.3,0.5
949188.0,20.6,5.7,8.5,1.1
931294.0,20.1,6.5,8.3,1.4
939034.0,22.1,5.8,9.7,1.1
949637.0,20.6,8.3,9.7,1.6
978411.0,18.4,6.6,8.3,1.6
821091.0,22.4,4.7,8.8,1.0
949724.0,21.5,5.4,9.1,0.5
884539.0,17.0,4.7,8.0,1.3
611629.0,24.6,8.7,12.2,3.6
949750.0,16.4,1.9,10.4,0.4
1156302.0,13.8,0.1,6.8,1.3
880739.0,19.3,3.1,8.9,0.8
949843.0,20.1,4.2,9.1,0.3
879683.0,18.3,5.2,8.4,1.3
1501116.0,17.9,3.4,6.4,0.7000000000000001
950474.0,22.2,6.3,10.2,0.6000000000000001
774170.0,21.2,4.5,9.2,1.1
839720.0,20.5,4.0,8.6,0.4
950514.0,19.7,4.7,7.6,0.5
969661.0,17.5,4.3,7.8,1.2
846236.0,21.2,4.3,9.5,1.1
951798.0,20.3,6.3,9.1,1.2
1036604.0,18.9,4.5,7.9,1.1
874669.0,21.6,6.7,9.2,0.9
953378.0,20.4,7.0,8.8,0.8
749817.0,20.5,7.7,9.3,1.4
1260692.0,16.8,4.1,7.5,1.1
954128.0,19.4,8.8,8.5,1.0
881448.0,18.8,6.2,8.6,1.8
779881.0,22.1,4.1,9.9,0.6000000000000001
954219.0,20.2,4.7,8.4,0.8
993006.0,16.5,3.6,7.5,1.0
1189029.0,17.6,3.0,6.3,0.1
956176.0,19.3,4.1,7.8,-0.2
1247438.0,14.4,1.2,6.6,0.5
929096.0,20.5,4.3,9.2,0.8
956368.0,19.8,6.7,8.3,1.3
926379.0,17.9,5.8,8.3,1.2
872140.0,22.0,5.9,10.0,0.6000000000000001
956740.0,19.4,6.1,8.4,0.8
969951.0,17.5,3.4,8.4,1.1
798119.0,21.0,3.9,8.6,0.9
957483.0,19.7,4.0,8.4,1.0
1037036.0,16.3,2.5,7.5,0.8
1129808.0,19.2,3.4,8.4,0.3
957891.0,19.5,6.0,7.4,0.6000000000000001
811018.0,20.5,4.1,8.3,1.0
894814.0,20.9,3.7,10.0,0.6000000000000001
957910.0,21.5,4.7,9.7,0.8
999171.0,17.3,3.5,8.8,0.8
1373806.0,14.6,2.9,6.9,1.2
960258.0,20.1,6.9,8.3,2.1
874035.0,13.3,2.9,5.3,1.5
1703386.0,15.4,2.1,5.4,0.3
961053.0,20.6,4.4,9.3,0.3
725292.0,21.0,5.4,8.0,1.2
930119.0,19.0,2.9,8.9,0.8
961092.0,19.5,4.9,9.4,0.4
1031083.0,16.9,3.6,7.8,1.2
863406.0,20.0,3.4,8.5,0.8
961416.0,18.8,4.4,8.2,1.2
918266.0,19.8,3.5,8.5,0.8
970673.0,19.8,3.9,8.6,0.8
961655.0,18.2,5.9,8.5,0.8
855804.0,20.0,4.7,9.0,1.0
855490.0,20.3,5.7,9.6,1.1
