basari_sirasi,ayt_matematik,ayt_kimya,ayt_biyoloji,ayt_fizik
413080.0,9.7,1.3,2.1,4.7
454804.0,7.2,2.3,2.4,1.9
503314.0,4.1,1.1,3.5,2.1
413213.0,10.5,2.6,2.9,3.3
378122.0,9.8,3.3,2.7,1.8
430678.0,5.1,1.2,3.7,2.9
413468.0,10.1,1.5,2.9,3.2
436642.0,9.0,2.5,3.3,1.6
441003.0,4.8,1.0,3.8,1.9
413928.0,9.4,1.8,2.5,3.1
398059.0,8.5,3.1,3.0,1.7000000000000002
445168.0,4.9,1.1,3.9,2.0
414067.0,9.3,2.3,3.4,2.6
455571.0,4.9,1.9,3.3,2.0
414085.0,8.9,2.0,3.5,3.2
375456.0,11.2,2.9,3.4,1.8
371352.0,6.6,0.8,3.2,4.0
414493.0,10.1,1.1,3.5,3.0
457803.0,7.9,1.4,2.3,0.8
654582.0,3.8,0.5,2.3,1.9
414644.0,10.4,1.7000000000000002,2.9,3.2
332289.0,11.8,0.0,0.0,0.0
497088.0,4.6,1.8,3.1,1.3
482368.0,4.8,0.7000000000000001,3.6,2.6
465678.0,5.1,0.8,3.8,2.3
415836.0,7.3,2.3,4.5,2.4
427446.0,6.2,2.7,3.5,2.0
374678.0,5.1,1.4,3.3,4.1
415986.0,10.0,1.5,2.9,3.9
422807.0,7.5,1.7000000000000002,3.0,2.5
349404.0,8.4,1.5,4.4,4.2
416353.0,13.7,2.5,2.6,4.9
505455.0,13.3,3.1,2.6,2.6
652966.0,4.5,0.5,2.8,1.8
416838.0,9.6,1.9,2.3,3.7
406012.0,9.7,2.0,2.6,3.0
790992.0,4.7,0.8,3.3,2.4
417661.0,11.4,2.2,3.0,5.1
306548.0,13.6,3.1,3.6,3.3
347905.0,7.8,2.5,4.6,4.8
417886.0,9.8,2.0,2.8,4.4
683888.0,5.6,0.7000000000000001,2.1,0.9
418091.0,12.5,1.7000000000000002,2.4,2.6
447375.0,11.3,2.3,2.0,1.1
445691.0,5.4,1.3,3.5,2.6
418153.0,10.0,2.5,2.9,3.1
276250.0,14.1,4.8,4.1,2.8
476158.0,5.1,1.2,3.6,2.1
418698.0,9.2,1.7000000000000002,3.0,3.6
545381.0,7.4,1.5,2.5,2.2
424308.0,4.5,1.4,3.7,2.6
418866.0,9.0,2.5,3.6,2.9
405797.0,9.8,3.0,3.2,2.3
598288.0,5.7,1.0,2.1,1.2
419177.0,12.2,1.6,2.2,2.0
453740.0,11.5,1.9,1.8,1.1
576875.0,6.1,0.8,2.1,2.0
420224.0,13.1,1.7000000000000002,2.2,1.7000000000000002
491673.0,9.6,1.6,1.9,1.2
452140.0,5.7,1.5,3.3,2.3
420433.0,9.7,1.9,2.9,3.9
530345.0,7.4,2.1,2.5,1.3
331885.0,7.9,2.3,4.4,3.2
420780.0,11.0,2.4,2.9,4.3
231484.0,16.3,3.6,4.5,1.8
438802.0,4.9,1.3,3.5,2.4
421691.0,10.0,1.7000000000000002,2.3,2.8
436145.0,8.8,1.7000000000000002,2.9,1.6
397033.0,6.2,2.0,3.5,3.0
421824.0,9.4,2.1,2.4,3.3
415846.0,8.6,2.5,2.8,1.9
480727.0,4.8,0.6000000000000001,3.3,1.9
421880.0,8.6,1.7000000000000002,2.9,2.3
420540.0,9.9,1.8,1.9,1.3
411493.0,6.0,1.3,3.4,2.8
421994.0,10.5,1.9,2.4,2.9
428144.0,5.3,1.5,3.4,3.0
422018.0,9.1,1.8,3.7,2.4
423719.0,8.4,2.0,3.2,1.9
1293289.0,3.7,0.4,2.2,1.2
422263.0,10.3,1.9,2.6,4.4
348321.0,11.6,2.3,3.0,3.0
415945.0,6.1,0.7000000000000001,2.9,1.9
423010.0,10.7,1.4,2.3,3.0
418428.0,8.5,2.6,2.8,1.9
413172.0,5.6,0.9,2.7,2.4
423210.0,7.8,2.4,3.2,3.8
443796.0,9.1,1.8,2.6,2.5
523482.0,4.3,0.8,2.9,1.2
423538.0,9.8,2.3,2.6,2.0
428586.0,8.7,3.7,3.4,1.9
458987.0,3.2,0.4,3.6,2.6
423576.0,8.9,3.3,3.5,3.3
520475.0,4.7,1.9,3.2,1.7000000000000002
423661.0,9.4,2.7,3.4,1.8
421124.0,9.3,3.7,3.5,1.7000000000000002
543811.0,8.9,0.9,1.5,2.5
425391.0,12.7,1.0,2.9,3.0
420538.0,10.6,2.5,2.4,2.0
1175725.0,3.0,0.6000000000000001,2.4,2.3
425514.0,9.6,1.5,2.4,4.6
476333.0,9.2,0.9,2.1,1.2
407237.0,5.1,1.5,4.1,2.2
425741.0,12.8,2.3,3.0,2.5
331646.0,13.8,4.2,3.3,2.1
411700.0,5.4,1.2,3.6,2.6
426165.0,9.2,1.3,2.4,3.4
404676.0,8.9,2.0,3.3,1.3
1285381.0,2.2,0.3,2.1,0.5
426511.0,12.0,1.6,2.7,1.7000000000000002
426209.0,10.9,2.2,2.4,0.9
412350.0,6.8,0.8,2.8,2.2
426642.0,9.5,1.6,2.7,3.4
435364.0,10.7,2.2,2.2,1.8
413891.0,5.4,1.3,3.9,2.2
427131.0,10.9,1.5,1.8,3.2
466010.0,7.8,2.5,1.9,2.0
490557.0,4.9,1.1,3.4,2.3
427990.0,11.9,1.6,2.1,2.7
357973.0,12.1,3.4,3.1,1.8
404590.0,7.4,0.7000000000000001,2.3,2.1
428135.0,10.5,1.2,2.6,3.1
473007.0,7.2,2.2,1.6,2.2
495943.0,4.4,0.8,2.6,2.8
428978.0,9.9,1.6,2.8,3.6
364018.0,7.9,3.4,2.4,2.1
564452.0,4.7,1.5,2.4,1.3
429196.0,9.5,2.9,3.3,2.4
417077.0,11.4,3.6,3.4,1.2
410885.0,5.5,1.3,3.3,2.0
429213.0,8.7,1.6,3.6,2.7
466491.0,6.4,2.4,2.5,2.5
1201284.0,3.8,0.9,3.9,0.8
429530.0,11.2,2.2,2.5,2.7
527317.0,8.3,1.8,2.5,1.5
396440.0,5.6,1.8,3.6,2.5
430234.0,9.2,1.7000000000000002,2.7,3.4
451248.0,8.4,1.7000000000000002,2.7,2.1
317102.0,7.6,2.5,5.3,2.9
430508.0,12.5,3.6,4.1,3.0
265422.0,16.4,4.7,3.9,2.3
762622.0,3.8,0.8,2.8,2.8
430675.0,8.6,1.3,1.6,4.2
433303.0,6.3,0.7000000000000001,2.6,2.2
431166.0,3.3,1.3,4.1,1.8
430830.0,10.3,1.4,2.3,1.9
535826.0,4.9,1.3,1.7000000000000002,2.2
307129.0,9.0,2.1,3.6,1.2
430990.0,7.9,2.6,7.0,2.3
406149.0,5.3,1.5,4.4,2.0
431314.0,9.9,2.0,2.9,2.3
359956.0,10.8,3.3,3.1,1.7000000000000002
502101.0,6.6,0.7000000000000001,2.7,1.3
431483.0,12.5,1.6,2.6,3.8
437851.0,11.9,2.2,2.9,1.4
431307.0,5.9,1.0,3.5,3.0
431777.0,10.4,1.5,2.2,3.4
449160.0,8.2,1.4,2.5,2.4
435034.0,4.9,1.3,3.6,2.6
432476.0,10.2,1.6,1.8,3.8
457447.0,8.0,2.2,2.7,2.0
723618.0,3.9,1.2,2.4,1.4
433173.0,12.3,2.5,2.9,3.7
298707.0,13.3,3.3,4.1,3.0
442740.0,4.9,1.0,3.3,2.0
433211.0,10.7,1.8,2.3,3.1
471116.0,8.2,2.6,2.2,1.6
568763.0,4.4,0.8,4.1,1.9
433703.0,11.6,1.2,4.1,3.1
420835.0,8.1,2.0,3.7,1.7000000000000002
957877.0,5.3,1.2,3.0,2.5
433708.0,8.6,2.1,2.8,4.4
386322.0,11.1,2.5,2.3,2.5
666913.0,4.8,0.5,2.6,1.4
434372.0,10.0,0.8,3.0,1.4
499668.0,6.9,1.4,2.1,1.8
419199.0,5.1,1.0,3.2,2.8
434440.0,9.9,1.8,2.5,3.0
465966.0,8.0,1.8,2.4,2.1
424031.0,7.9,1.8,2.7,1.5
434859.0,12.0,1.8,2.7,2.8
393371.0,12.6,3.0,3.7,1.3
562299.0,4.6,1.2,3.1,3.4
434945.0,10.8,2.8,3.4,3.2
343692.0,10.3,2.8,3.6,2.8
415563.0,6.0,0.9,3.5,1.8
435397.0,10.5,1.4,2.5,1.9
373799.0,11.6,3.5,2.6,1.3
483953.0,5.3,1.0,3.1,3.1
435712.0,11.1,1.3,2.5,4.0
435833.0,8.6,1.8,2.6,2.5
415702.0,5.1,1.1,3.3,1.8
435715.0,10.3,1.8,2.9,2.0
367043.0,10.0,3.0,3.2,1.6
490681.0,5.9,0.4,2.2,2.5
435904.0,8.3,1.9,2.5,2.5
461997.0,8.4,2.5,3.5,1.2
484080.0,4.2,0.9,3.2,1.1
436163.0,9.7,2.0,1.9,2.2
406640.0,9.3,2.5,1.9,2.4
410451.0,7.5,1.0,4.5,0.8
436519.0,7.8,3.0,1.8,2.0
411276.0,7.2,1.2,3.0,1.6
437025.0,11.2,1.8,2.5,2.5
383685.0,9.3,2.7,3.2,1.5
452991.0,4.7,1.1,3.6,2.7
437052.0,11.0,2.0,2.7,3.4
443239.0,8.9,2.1,3.2,2.6
432754.0,5.7,1.1,2.8,2.0
438534.0,9.4,1.1,2.7,2.7
431514.0,8.3,1.7000000000000002,2.6,2.2
501900.0,4.0,0.4,3.6,2.3
438808.0,10.0,1.8,3.3,1.7000000000000002
504215.0,5.2,0.8,2.9,2.2
438920.0,9.9,1.8,2.1,2.7
878575.0,5.6,0.6000000000000001,2.6,1.5
438977.0,11.4,2.0,2.0,2.5
431950.0,9.1,2.0,2.8,2.4
476451.0,4.2,0.7000000000000001,3.1,2.7
439336.0,10.4,1.3,2.1,3.2
477988.0,8.1,1.4,2.6,1.6
426093.0,6.4,1.2,1.8,1.8
439337.0,9.8,0.4,2.2,3.3
512989.0,6.7,0.8,3.0,2.3
407868.0,6.0,1.1,3.8,2.8
439485.0,10.8,2.0,2.6,3.0
425387.0,9.5,1.4,2.9,2.3
461673.0,3.9,1.6,4.7,2.5
439728.0,9.7,1.0,2.4,1.6
470022.0,7.3,1.9,3.2,1.6
411069.0,5.5,1.2,2.8,2.2
440787.0,10.0,2.1,2.9,2.4
343145.0,10.2,4.0,3.3,2.6
442079.0,5.5,0.7000000000000001,3.3,2.0
441081.0,9.0,1.4,2.6,3.7
447627.0,7.8,1.8,2.8,2.0
547693.0,4.5,1.0,3.7,1.4
644280.0,5.0,0.4,1.8,1.7000000000000002
441865.0,12.0,1.2,2.1,1.6
504526.0,10.0,2.2,2.7,0.9
430328.0,5.4,1.7000000000000002,3.6,1.9
442411.0,9.6,1.0,2.4,2.6
498149.0,7.0,2.1,2.8,1.4
396550.0,6.0,1.1,3.0,3.0
442724.0,10.5,1.3,2.2,3.0
401503.0,9.5,2.2,2.3,1.9
422958.0,6.7,1.8,3.8,2.7
442781.0,10.3,1.4,2.0,3.0
395086.0,8.4,2.7,3.0,2.2
432798.0,5.5,1.0,3.1,1.8
443069.0,9.7,1.5,2.5,3.3
430942.0,9.5,1.7000000000000002,2.3,2.0
495685.0,4.7,1.2,3.9,2.1
443092.0,10.7,2.6,3.1,3.1
439115.0,11.0,2.8,3.1,2.2
427952.0,6.8,0.9,2.9,2.8
443696.0,8.6,0.6000000000000001,1.7000000000000002,2.0
538905.0,6.3,1.1,3.7,0.8
448561.0,5.7,0.5,2.6,2.5
444734.0,8.7,1.8,2.4,3.0
496098.0,6.2,1.4,2.6,2.7
479342.0,4.6,0.8,3.4,1.4
445190.0,8.6,1.8,3.2,2.6
445357.0,7.2,1.8,3.1,1.9
457820.0,4.2,0.6000000000000001,3.6,1.9
445475.0,8.6,1.3,1.4,3.8
432734.0,7.9,1.2,2.2,2.2
542855.0,5.5,1.0,3.0,2.0
445695.0,10.5,1.8,2.8,3.5
497859.0,8.2,2.1,2.3,2.9
441625.0,5.8,1.1,2.5,2.6
445828.0,8.8,1.3,2.0,4.2
459788.0,8.7,1.4,2.5,1.9
455767.0,4.4,1.0,3.5,2.2
446262.0,9.0,1.5,3.0,2.6
453304.0,7.4,1.9,2.8,2.0
412514.0,7.2,1.5,3.2,3.0
446773.0,12.4,2.6,2.8,3.6
406371.0,9.3,4.1,3.3,2.8
413626.0,4.5,1.3,3.7,2.3
447246.0,8.6,1.2,2.4,3.5
457528.0,7.7,2.2,2.3,1.8
918999.0,3.6,0.2,1.8,1.6
447273.0,7.4,1.7000000000000002,2.5,3.3
453310.0,7.7,0.8,2.7,1.8
492447.0,5.1,0.7000000000000001,3.1,2.1
447440.0,10.3,1.7000000000000002,2.4,3.2
382655.0,10.2,2.2,3.3,2.3
523391.0,4.0,0.4,2.4,2.0
447983.0,8.6,1.5,2.7,4.9
505485.0,5.4,1.1,1.8,0.6000000000000001
508802.0,4.4,0.3,3.3,1.9
448196.0,10.9,1.4,1.9,2.3
470867.0,7.3,2.3,3.0,2.0
414490.0,5.6,0.7000000000000001,2.7,1.9
448356.0,9.3,1.3,1.9,2.9
429250.0,8.9,2.2,2.8,1.7000000000000002
472893.0,6.1,0.9,2.8,1.5
448428.0,13.3,2.3,3.4,3.5
433373.0,10.4,2.6,3.3,1.7000000000000002
392467.0,5.1,1.9,3.7,2.7
449429.0,12.5,1.7000000000000002,2.7,2.5
385207.0,10.6,3.1,3.0,1.9
789910.0,2.2,1.0,2.0,1.0
449738.0,7.0,1.0,-0.5,5.8
419049.0,5.8,1.8,4.7,2.1
450009.0,10.8,1.8,2.4,1.6
391407.0,10.3,2.7,3.2,1.3
825330.0,2.8,1.0,2.7,1.1
450636.0,9.4,2.2,3.0,2.1
420189.0,9.5,3.1,2.6,2.0
554385.0,4.3,1.0,2.4,1.2
451495.0,9.7,2.0,2.7,1.9
440808.0,9.0,2.6,2.6,1.5
438698.0,5.8,1.0,2.5,1.9
451567.0,10.5,0.7000000000000001,1.9,3.2
468165.0,8.1,1.7000000000000002,1.6,1.8
594726.0,4.4,1.1,1.8,1.7000000000000002
452543.0,10.0,1.8,2.3,1.3
469052.0,6.4,2.9,2.5,1.2
446568.0,6.4,1.1,3.1,2.1
452927.0,10.9,1.3,2.3,3.4
544692.0,8.8,1.6,2.2,1.7000000000000002
646553.0,4.9,1.2,3.2,2.3
453236.0,10.9,2.0,2.7,3.4
470447.0,7.7,2.8,3.0,2.2
576505.0,3.8,0.6000000000000001,3.1,1.6
453432.0,8.9,1.8,2.8,2.8
418446.0,10.0,2.6,2.5,2.3
497283.0,3.3,0.8,4.2,1.4
453958.0,7.5,2.1,2.8,2.7
438378.0,9.1,2.1,2.7,1.4
453738.0,6.1,1.2,3.2,1.8
454133.0,10.0,1.7000000000000002,2.8,2.2
489629.0,8.9,2.1,2.7,1.2
512427.0,5.3,0.7000000000000001,2.8,2.1
454322.0,10.5,2.3,1.7000000000000002,2.8
384236.0,10.7,3.8,3.0,1.2
580765.0,4.4,1.1,3.8,2.0
454412.0,9.2,3.1,3.6,3.4
370697.0,10.1,3.5,4.3,2.5
1029516.0,3.4,0.2,1.6,1.3
454435.0,8.5,1.8,3.3,4.9
316528.0,10.9,3.4,3.3,2.8
457393.0,5.1,0.7000000000000001,3.5,1.6
454445.0,9.2,1.9,2.5,2.7
456514.0,7.9,2.4,3.2,1.4
458396.0,5.1,0.9,3.4,1.9
454757.0,8.8,1.3,2.9,3.0
477313.0,7.2,1.8,2.8,2.2
427092.0,5.4,1.2,3.5,2.6
455149.0,9.2,1.5,2.5,4.2
485210.0,8.8,2.1,2.5,1.7000000000000002
444854.0,5.9,0.7000000000000001,3.2,1.8
456471.0,10.1,1.2,2.8,2.3
440216.0,7.3,2.1,2.9,2.0
458673.0,4.6,0.9,3.8,1.8
458396.0,8.7,1.9,3.1,2.4
462402.0,7.5,2.2,2.9,2.0
469555.0,5.3,0.6000000000000001,2.6,1.5
458556.0,10.6,2.1,3.1,2.1
386595.0,10.2,3.2,2.4,1.8
440941.0,5.1,0.7000000000000001,3.8,2.0
459258.0,9.6,1.4,2.3,2.5
498062.0,7.5,2.2,2.8,2.1
441497.0,5.1,1.1,3.9,1.7000000000000002
459526.0,9.4,1.3,2.9,2.7
418946.0,9.5,2.0,2.9,1.7000000000000002
503053.0,4.9,0.5,2.1,3.0
459671.0,10.0,1.6,1.2,4.6
479319.0,8.2,2.0,2.0,2.4
403206.0,5.7,1.0,2.3,2.3
460501.0,9.5,1.0,1.7000000000000002,3.3
446476.0,7.7,2.1,3.1,1.4
744771.0,4.0,0.4,2.0,0.7000000000000001
461077.0,9.8,2.2,2.3,2.0
460018.0,7.7,1.3,2.3,1.2
502099.0,4.0,0.2,2.8,1.9
461239.0,7.9,0.8,2.3,4.5
509928.0,9.0,1.6,1.2,1.2
508475.0,4.2,0.3,3.2,1.4
461873.0,8.6,1.8,3.3,1.8
428967.0,9.8,1.8,3.0,1.5
467257.0,5.4,0.8,3.0,1.7000000000000002
462795.0,10.2,1.1,2.2,3.1
448432.0,7.7,1.8,2.2,2.2
544942.0,3.5,0.9,3.1,1.6
463005.0,9.2,1.7000000000000002,2.9,1.9
457432.0,7.7,2.4,3.0,1.6
696402.0,4.1,0.9,2.5,1.5
463308.0,9.3,1.8,2.2,1.8
468428.0,9.3,2.4,2.6,1.5
471951.0,4.8,0.7000000000000001,2.9,2.8
463721.0,9.8,1.1,1.4,4.7
486024.0,7.0,0.9,2.2,2.4
427619.0,7.2,1.2,3.3,2.1
463816.0,9.8,3.2,2.4,4.0
422028.0,12.8,3.6,3.0,2.4
510044.0,5.3,1.1,2.9,1.9
463855.0,10.9,1.3,1.7000000000000002,3.8
387883.0,10.1,3.1,3.3,1.6
479557.0,5.6,0.6000000000000001,2.4,1.4
464169.0,8.4,1.0,1.9,2.9
502433.0,7.0,0.9,1.9,1.3
523230.0,4.2,1.1,3.9,1.9
464329.0,9.3,1.8,2.7,1.7000000000000002
456456.0,9.8,2.6,2.7,1.1
503300.0,3.8,0.8,2.9,1.3
464614.0,8.4,2.1,3.0,3.8
540653.0,3.2,0.8,4.0,1.0
465572.0,9.1,1.5,3.7,2.3
482609.0,6.6,1.5,3.7,1.9
665837.0,4.0,0.6000000000000001,2.8,1.2
466867.0,8.7,2.4,2.1,2.5
542440.0,6.3,1.5,1.7000000000000002,1.7000000000000002
470519.0,4.8,0.5,3.3,2.7
467047.0,9.7,1.1,2.1,4.0
451382.0,8.2,2.1,2.8,2.8
468020.0,4.8,0.7000000000000001,2.9,1.7000000000000002
467296.0,9.6,1.4,2.1,2.8
482563.0,7.9,1.4,2.8,1.6
498600.0,3.9,0.8,3.8,1.6
467658.0,8.4,1.8,2.4,2.2
461818.0,7.4,2.7,2.7,2.2
442160.0,5.9,1.4,4.1,2.2
467842.0,10.6,1.7000000000000002,2.6,2.2
482424.0,8.1,2.5,3.3,1.3
541298.0,4.8,0.4,2.5,1.4
467900.0,11.1,1.0,1.7000000000000002,2.9
475295.0,8.8,1.9,3.1,0.9
542266.0,5.7,0.8,3.1,2.0
469217.0,8.2,1.3,2.4,3.6
510875.0,7.6,1.3,2.6,1.5
1224972.0,2.5,-0.1,0.2,1.1
469242.0,8.5,1.6,1.9,3.0
291743.0,14.1,3.0,3.2,3.2
367518.0,6.4,2.2,4.5,2.7
469896.0,9.0,2.2,2.4,3.5
549738.0,7.3,2.3,2.5,2.3
726485.0,3.0,1.0,2.7,2.5
470000.0,7.8,2.3,1.6,3.7
427821.0,7.1,2.3,3.7,2.4
316036.0,1.5,1.0,5.8,6.0
470718.0,14.8,3.0,3.0,2.5
454095.0,5.2,0.7000000000000001,2.2,2.5
471161.0,9.5,1.0,1.6,2.0
530783.0,8.4,1.1,2.0,1.6
486332.0,3.7,0.8,3.9,2.4
471569.0,10.0,0.5,2.1,1.9
445345.0,9.1,3.2,2.7,2.8
414803.0,6.4,2.6,5.4,2.4
472000.0,8.2,4.0,2.6,3.3
572795.0,5.1,1.0,2.4,1.8
472315.0,8.2,1.6,2.5,5.0
470264.0,4.2,1.4,3.1,1.8
472463.0,9.7,1.9,2.5,2.3
401556.0,9.5,2.6,3.5,1.5
534535.0,5.3,0.7000000000000001,2.5,1.6
473171.0,9.8,1.2,2.7,2.3
545856.0,8.0,2.4,2.4,2.0
476713.0,4.7,1.6,3.7,1.8
473448.0,8.7,1.2,2.4,2.3
426981.0,11.1,2.2,2.6,1.3
489213.0,3.9,1.0,3.9,1.3
474197.0,8.0,1.6,3.0,2.4
475867.0,6.9,1.8,2.5,1.7000000000000002
470811.0,5.2,1.0,2.8,1.9
474237.0,9.4,1.6,2.2,2.6
428925.0,8.9,1.7000000000000002,2.3,1.8
507040.0,3.8,0.9,3.5,1.3
474322.0,8.3,1.1,2.8,2.8
487466.0,7.1,1.3,2.3,1.7000000000000002
414244.0,5.5,2.0,4.3,2.2
474523.0,11.1,2.7,3.1,2.0
314090.0,12.8,4.6,3.7,2.0
459415.0,5.3,0.7000000000000001,2.4,2.3
474819.0,8.6,1.0,1.7000000000000002,3.5
484809.0,6.3,1.1,2.9,2.3
578724.0,4.5,1.3,4.5,0.9
475514.0,9.5,2.9,3.4,1.5
525520.0,7.6,2.1,3.0,1.6
565385.0,4.3,0.6000000000000001,3.1,2.2
472216.0,5.4,1.0,2.3,2.0
475694.0,8.0,0.8,2.0,2.5
456371.0,8.2,1.1,2.2,2.0
449876.0,5.1,0.7000000000000001,2.7,1.9
475800.0,8.7,0.8,1.7000000000000002,3.8
459983.0,4.8,0.8,2.7,3.3
476378.0,9.0,0.9,2.0,3.6
488882.0,8.1,1.8,2.3,1.3
394449.0,6.3,1.4,4.2,2.2
476990.0,10.3,1.5,2.2,2.6
503822.0,7.4,1.3,3.2,1.9
540440.0,5.3,0.6000000000000001,1.6,1.5
477337.0,10.1,1.0,2.2,2.4
460189.0,9.3,1.3,1.8,1.6
477762.0,4.4,1.2,2.8,2.3
477375.0,8.1,1.4,2.3,3.3
503503.0,8.3,1.9,2.8,1.3
458284.0,5.7,0.9,2.9,1.6
478222.0,8.3,1.4,2.6,2.2
495711.0,7.5,1.7000000000000002,2.3,2.0
899921.0,5.1,1.1,3.2,1.9
478250.0,8.8,2.3,3.7,2.5
466205.0,8.1,2.6,3.3,1.6
452533.0,5.0,0.7000000000000001,3.0,2.5
478823.0,8.1,0.7000000000000001,2.2,3.4
468818.0,6.6,1.5,2.0,2.2
265940.0,10.2,4.8,0.2,7.2
478919.0,8.3,-1.3,1.0,6.3
376474.0,6.0,0.8,2.7,2.5
479003.0,12.7,1.5,2.8,3.5
893098.0,3.1,0.5,1.9,2.6
479326.0,7.8,1.1,2.9,2.0
764471.0,3.8,0.8,2.0,2.5
661297.0,4.1,0.8,2.9,0.5
479705.0,11.0,1.9,3.1,1.4
501325.0,10.4,2.0,2.5,0.9
471574.0,5.5,0.8,3.1,2.0
480011.0,8.6,1.9,3.1,3.8
349393.0,12.1,2.9,3.4,2.1
570772.0,3.6,1.3,2.8,1.2
480151.0,9.6,2.2,1.8,2.4
484720.0,7.9,3.2,2.5,0.8
472079.0,4.8,0.8,2.7,1.9
480160.0,8.6,1.3,2.1,2.3
457906.0,6.7,1.8,2.3,2.1
530322.0,5.1,0.7000000000000001,2.5,1.5
480197.0,9.9,2.0,2.2,2.6
388656.0,10.4,3.7,3.0,2.5
486210.0,4.6,1.2,2.3,2.2
480507.0,9.6,1.2,1.7000000000000002,3.4
386896.0,11.0,2.9,2.8,2.0
519082.0,3.9,-0.2,2.6,1.5
480684.0,7.6,0.7000000000000001,1.5,2.3
489566.0,4.7,1.2,3.8,2.2
487236.0,4.2,0.9,3.9,1.8
481104.0,7.5,1.5,2.9,2.1
492957.0,6.7,2.4,2.8,1.6
432208.0,4.7,0.8,2.7,1.8
481241.0,9.4,1.7000000000000002,2.2,1.9
396303.0,9.3,2.7,3.7,1.8
793056.0,3.9,0.0,2.7,2.2
481853.0,9.8,0.8,1.7000000000000002,3.7
346194.0,13.0,3.1,3.2,2.3
478793.0,4.6,1.1,2.0,1.7000000000000002
482160.0,8.7,1.5,1.7000000000000002,2.6
463292.0,7.8,1.0,2.4,2.0
493174.0,4.9,0.4,2.7,2.0
482328.0,7.8,1.2,2.2,3.1
513067.0,4.8,1.5,3.1,1.9
456554.0,5.1,0.6000000000000001,2.0,1.9
482382.0,8.4,1.6,1.3,3.7
471391.0,7.0,1.2,2.8,2.2
462517.0,4.6,-0.1,2.9,3.1
482433.0,5.7,1.1,2.5,5.2
401453.0,7.1,1.6,3.6,3.6
482648.0,9.9,1.5,2.9,3.5
524992.0,8.1,1.8,2.4,2.2
551322.0,3.6,0.9,2.6,1.6
483552.0,7.5,2.0,3.0,2.5
474410.0,6.1,1.7000000000000002,3.9,2.4
491715.0,4.8,0.7000000000000001,2.9,2.4
483593.0,7.4,1.0,2.8,3.7
460817.0,8.0,1.9,2.6,2.1
546460.0,4.8,1.2,3.2,1.6
483734.0,9.0,2.6,3.3,2.5
454918.0,4.8,1.3,3.3,2.3
483764.0,9.5,2.0,2.3,2.2
485904.0,7.3,2.5,2.8,1.2
444606.0,5.2,1.4,3.0,2.0
484321.0,8.2,1.4,2.5,3.4
530088.0,7.3,1.5,2.3,1.7000000000000002
627477.0,3.5,0.6000000000000001,2.8,1.1
484338.0,8.6,2.4,2.8,2.3
506200.0,3.6,0.0,2.2,2.2
486106.0,9.0,1.6,1.6,0.2
535228.0,6.1,1.1,3.0,1.2
620480.0,3.4,1.0,2.2,2.5
486167.0,8.6,1.1,2.3,4.0
523693.0,7.6,1.5,2.0,1.8
476251.0,4.4,1.1,3.4,2.3
486292.0,9.0,1.2,2.3,3.0
518898.0,7.5,1.5,1.9,1.9
945669.0,4.6,0.4,0.8,2.4
486503.0,9.9,1.7000000000000002,1.2,3.6
474184.0,8.4,2.3,1.3,2.4
361672.0,6.1,1.7000000000000002,3.5,2.9
486581.0,10.0,2.4,3.8,3.0
288436.0,12.9,5.6,4.2,1.7000000000000002
548201.0,4.5,0.8,2.5,1.7000000000000002
487326.0,9.2,1.9,3.0,1.7000000000000002
314198.0,7.8,0.5,4.2,3.2
487782.0,7.8,1.3,3.0,2.0
508425.0,3.8,1.1,2.7,1.6
487985.0,7.6,1.3,2.0,3.2
351839.0,8.8,3.0,2.8,2.5
504885.0,5.0,1.3,2.8,2.4
488489.0,9.1,2.2,1.9,2.7
493711.0,5.2,1.4,3.4,1.6
488539.0,10.2,1.5,2.4,2.4
406751.0,11.5,2.2,2.4,1.6
448517.0,4.5,1.2,3.7,2.8
488589.0,8.1,2.1,3.1,2.8
498101.0,4.4,0.9,2.5,1.4
488641.0,8.7,1.0,1.7000000000000002,3.1
504489.0,8.1,1.3,2.5,2.2
492191.0,4.7,0.8,2.9,2.0
489127.0,8.1,1.1,1.7000000000000002,3.5
495212.0,8.2,1.9,2.3,1.9
556116.0,4.6,0.2,3.0,1.7000000000000002
489144.0,8.7,0.9,2.2,2.0
479278.0,7.0,1.9,2.4,1.5
483836.0,4.5,1.3,4.5,1.1
491232.0,9.1,1.8,3.3,1.3
503562.0,6.1,2.5,3.0,1.0
482634.0,4.5,0.4,4.3,1.7000000000000002
491914.0,9.5,1.6,1.8,2.5
499304.0,6.6,2.0,3.5,1.1
410477.0,5.4,1.4,4.1,2.1
492068.0,8.4,1.8,2.5,1.7000000000000002
545316.0,7.0,2.0,2.0,1.3
449974.0,5.0,1.1,3.3,2.5
492295.0,9.5,1.1,2.0,3.1
529591.0,8.8,1.6,2.3,1.5
1175088.0,4.5,0.5,1.2,1.8
492388.0,9.8,1.8,1.6,2.8
471149.0,8.2,1.4,3.0,1.2
491942.0,5.3,0.8,3.6,1.9
492905.0,7.8,0.9,2.2,4.1
466981.0,7.8,1.2,2.4,2.6
452233.0,0.0,2.0,6.8,2.8
493587.0,8.0,0.3,1.3,4.8
599531.0,3.6,0.6000000000000001,3.1,1.4
479906.0,4.4,1.2,3.3,1.9
494165.0,8.5,1.4,1.8,2.5
511220.0,6.1,1.6,2.6,2.0
