basari_sirasi,ayt_matematik,ayt_edebiyat,ayt_cografya1
1098203.0,2.0,6.7,2.9
1016757.0,1.2,6.4,2.6
1054805.0,3.5,6.7,1.5
1053436.0,2.2,7.0,3.9
862972.0,2.8,7.4,2.9
1056082.0,3.1,6.7,1.3
842731.0,3.1,8.0,3.7
983222.0,1.2,6.6,2.7
1056116.0,1.8,6.5,1.5
1066429.0,1.5,7.6,3.9
1049738.0,1.8,6.2,2.5
1056374.0,4.1,6.6,1.0
975362.0,2.3,7.9,3.7
972329.0,1.3,6.1,2.7
1056506.0,2.7,6.1,1.4
1028271.0,2.5,7.2,3.4
1000263.0,1.1,6.8,2.6
1057580.0,2.9,7.1,1.3
1109987.0,1.4,7.3,3.6
950959.0,0.6000000000000001,6.5,2.4
1057798.0,1.7000000000000002,7.1,1.3
1027742.0,1.1,7.5,3.7
1090217.0,1.4,4.9,2.5
1057927.0,2.9,6.6,1.2
1036856.0,2.1,7.6,3.8
1557062.0,1.3,6.3,2.6
1058440.0,3.0,9.1,1.1
928218.0,1.9,7.9,3.5
956719.0,1.4,8.0,2.6
1058487.0,2.6,7.2,1.6
1063050.0,2.0,8.6,3.5
1000948.0,1.9,5.9,2.8
1058859.0,3.9,7.3,1.5
660889.0,6.0,8.6,4.2
1395764.0,0.2,4.2,2.0
1059060.0,4.4,5.9,1.7000000000000002
752634.0,2.4,8.3,3.0
772908.0,1.7000000000000002,5.3,3.0
1060660.0,3.0,7.5,1.8
1347438.0,1.8,5.6,3.9
1087106.0,1.1,8.0,2.8
1060846.0,1.8,8.3,1.9
1089321.0,1.9,8.0,3.4
969870.0,1.6,6.0,2.6
1062155.0,2.9,6.6,0.7000000000000001
1038491.0,3.0,7.0,3.2
1031931.0,1.8,5.6,2.5
1062192.0,4.8,8.1,1.5
570232.0,4.8,11.0,3.9
785716.0,2.3,8.4,2.6
1062930.0,1.1,6.5,1.6
1270827.0,1.6,6.7,2.7
1011403.0,0.9,6.0,2.4
1063070.0,2.5,6.4,1.3
1144538.0,1.3,6.8,3.9
971834.0,1.3,8.2,3.1
1063288.0,1.8,8.2,1.6
980078.0,1.2,8.1,4.5
970660.0,1.5,7.0,2.5
943531.0,1.2,7.4,2.3
1092236.0,1.1,5.3,2.5
1064308.0,3.4,6.6,1.5
927911.0,2.4,8.0,4.4
931333.0,1.4,6.8,3.0
1064485.0,2.2,7.2,1.1
1134206.0,1.4,6.9,4.0
1014701.0,1.4,6.2,2.6
1064902.0,2.6,7.9,1.4
1088086.0,2.0,7.1,3.5
1182567.0,1.2,4.7,2.3
1065583.0,3.9,6.1,1.3
1152533.0,2.1,5.8,4.0
1295672.0,1.0,2.2,1.9
1065798.0,5.1,2.9,0.3
1155869.0,1.0,4.1,2.4
1066758.0,2.4,6.8,1.2
902674.0,2.6,6.7,2.8
1329177.0,0.8,7.3,2.9
1066933.0,6.0,7.6,1.7000000000000002
1302589.0,0.7000000000000001,7.2,3.8
1060531.0,1.5,5.1,2.6
1067356.0,2.8,5.8,1.5
1037925.0,1.8,7.2,3.4
1024764.0,1.4,6.2,2.2
1067662.0,3.1,6.8,1.5
1069723.0,1.6,8.1,3.6
858937.0,2.2,5.4,2.6
1069051.0,3.4,6.0,1.5
1184065.0,2.1,5.7,4.4
1051650.0,1.1,6.3,2.8
1069876.0,2.5,6.7,1.6
1182860.0,1.7000000000000002,7.1,3.8
1081021.0,1.4,6.7,2.0
1071035.0,3.1,7.7,1.3
926805.0,2.0,8.5,3.6
1406103.0,0.8,3.4,1.1
1071120.0,1.8,3.8,1.0
940339.0,1.7000000000000002,6.4,2.4
1072243.0,2.3,6.7,1.4
1168050.0,1.4,6.6,3.2
1010216.0,1.0,6.0,2.5
1072674.0,2.9,5.9,1.0
1102342.0,2.0,7.3,3.9
1300696.0,-1.2,4.4,0.1
1074219.0,0.9,7.9,0.8
863698.0,2.3,8.1,3.1
1519175.0,-0.4,3.5,2.0
1074610.0,2.1,7.5,0.4
847469.0,2.1,8.8,3.9
1335576.0,0.8,6.1,2.4
1074858.0,3.9,7.8,1.4
1130161.0,1.2,6.2,4.3
1057002.0,2.5,6.2,2.6
1074958.0,3.0,7.0,1.8
1029211.0,2.1,8.0,4.1
1264342.0,0.4,5.4,2.3
1075173.0,1.5,7.8,1.7000000000000002
884191.0,1.9,9.1,3.8
776518.0,1.5,7.1,2.8
1075212.0,1.9,6.7,1.3
1002641.0,0.9,7.8,4.0
1578862.0,1.4,2.3,2.1
1075662.0,2.8,5.4,1.1
1205170.0,2.7,5.3,3.3
1335552.0,0.0,3.6,1.2
1075749.0,1.9,5.0,2.2
1164135.0,1.4,4.9,2.2
1075823.0,3.2,6.3,1.5
1081880.0,2.2,7.7,3.4
948552.0,1.3,7.2,2.3
1076146.0,2.6,6.8,1.3
1045387.0,2.2,7.1,3.7
997682.0,1.2,6.7,2.2
1077078.0,2.3,7.0,1.0
1077965.0,0.7000000000000001,7.7,3.8
903893.0,1.1,7.9,2.8
1077394.0,2.0,7.3,1.4
1059789.0,1.4,8.6,3.2
976255.0,1.6,6.4,2.5
1077885.0,2.6,7.4,1.1
1118115.0,2.1,6.9,3.2
955979.0,1.4,7.7,2.7
1077926.0,2.6,6.5,1.1
1091896.0,1.9,7.3,3.5
1100244.0,1.0,5.2,2.4
1078237.0,3.0,6.8,1.7000000000000002
1133208.0,2.2,7.1,3.0
1126211.0,1.2,6.8,2.5
1079315.0,2.1,8.2,1.8
882560.0,2.9,9.7,3.4
920171.0,1.9,6.4,2.9
1079802.0,1.0,6.8,0.8
945475.0,1.1,5.7,2.7
1079922.0,2.4,6.1,1.1
1182653.0,1.4,6.5,3.0
1157742.0,0.9,5.8,2.3
1081559.0,3.1,6.3,1.5
1069390.0,2.0,6.7,3.5
1270899.0,1.2,4.8,2.2
1081564.0,4.1,6.7,1.8
1163864.0,1.8,7.8,3.4
1037116.0,0.9,6.4,2.6
1082073.0,4.5,11.1,1.6
399602.0,3.6,13.9,3.9
1171655.0,1.0,6.2,2.6
1082338.0,2.8,8.1,1.7000000000000002
1062775.0,1.8,8.3,3.6
982819.0,1.2,5.9,2.7
1082861.0,3.0,6.4,1.4
1014249.0,2.0,6.3,3.8
1037908.0,1.0,6.6,2.6
1083332.0,2.5,8.7,1.7000000000000002
702720.0,2.6,7.9,2.9
1083488.0,3.3,6.9,1.4
1068213.0,2.0,6.5,4.3
951792.0,1.5,6.9,2.6
1084487.0,3.0,6.9,1.0
1149328.0,1.8,6.6,3.4
987053.0,1.4,6.2,2.5
1085299.0,1.9,7.0,1.2
1095416.0,1.2,7.5,3.7
1008167.0,1.3,5.1,2.6
1085349.0,2.2,6.9,1.2
1182030.0,1.6,6.5,3.4
1061058.0,1.0,5.8,2.2
1086061.0,2.0,6.2,1.3
1045906.0,2.8,7.1,3.7
1007732.0,0.9,6.8,2.7
1087651.0,2.8,6.7,1.3
1055130.0,2.0,7.1,3.8
915473.0,1.5,7.0,2.6
1088677.0,2.7,6.9,1.5
1023680.0,1.3,7.7,4.3
990591.0,1.3,6.0,2.6
1088840.0,3.3,5.5,1.4
1124934.0,1.3,7.0,2.7
1666894.0,0.3,4.7,2.1
1089022.0,2.7,7.5,0.9
886524.0,3.0,5.5,4.1
903990.0,1.3,5.9,3.1
1089114.0,1.6,5.7,2.2
1677072.0,0.8,5.8,3.6
991177.0,0.8,6.8,2.5
1089468.0,2.2,7.4,1.5
1001414.0,2.0,8.7,3.6
1146455.0,0.0,3.2,2.5
1090372.0,3.1,6.5,0.7000000000000001
1285659.0,1.5,3.2,2.0
1090959.0,3.4,3.8,1.3
942853.0,1.2,7.2,2.5
1092435.0,1.8,6.6,1.2
1105902.0,1.4,7.5,3.3
1029460.0,1.0,6.8,2.7
1092709.0,2.6,6.5,1.3
1015282.0,2.0,7.4,3.2
1077780.0,1.5,6.2,2.4
1093965.0,3.8,6.8,1.2
877334.0,2.4,8.2,3.9
1004968.0,0.8,6.8,2.6
1094718.0,2.0,7.1,1.3
1127967.0,1.0,8.0,3.9
1702613.0,-2.3,-0.4,0.4
1094962.0,1.4,5.3,2.3
1008535.0,1.7000000000000002,5.1,2.1
1095010.0,1.8,6.8,1.2
1159642.0,1.5,6.9,3.3
1070674.0,0.8,6.0,2.4
1095297.0,1.5,7.1,1.7000000000000002
1052361.0,1.6,8.3,3.6
1477107.0,0.7000000000000001,4.4,1.8
1096098.0,2.0,6.9,1.2
1774912.0,0.7000000000000001,3.4,2.7
1035208.0,1.1,6.6,2.2
1098025.0,3.2,6.3,1.5
1242033.0,1.3,5.6,3.2
1277992.0,1.0,5.5,2.2
1098643.0,2.9,7.3,1.4
1023119.0,1.7000000000000002,7.9,4.2
1050803.0,0.5,7.8,2.5
1099611.0,2.0,8.1,1.3
1155855.0,1.0,8.5,3.1
882896.0,1.0,8.3,2.6
1099988.0,1.5,6.5,0.9
1496591.0,1.6,4.9,2.5
1492559.0,0.8,3.8,1.7000000000000002
1094863.0,1.9,6.8,4.3
892160.0,2.6,4.8,2.1
1101392.0,2.6,5.9,1.2
1293539.0,1.1,6.1,4.3
1031734.0,1.3,6.2,2.2
1102096.0,2.4,6.5,1.2
1137911.0,1.8,6.7,3.5
1002081.0,1.7000000000000002,6.5,2.4
1102248.0,2.0,7.2,1.2
1122813.0,1.8,6.9,3.3
1298073.0,1.2,3.9,1.7000000000000002
1102781.0,2.9,5.9,1.4
1306096.0,1.1,4.8,2.9
1190211.0,0.8,6.2,2.9
1103174.0,2.5,6.0,1.9
1034340.0,2.0,7.6,4.2
1693582.0,0.5,3.3,1.8
1103927.0,2.5,5.7,0.9
1071194.0,2.1,6.2,3.4
960237.0,1.4,6.3,2.4
1104111.0,4.2,5.2,0.8
1335167.0,2.2,6.1,3.0
1002250.0,1.7000000000000002,5.3,2.6
1104168.0,2.4,5.5,0.8
1280287.0,2.4,5.9,3.6
926492.0,2.3,5.5,2.7
1104189.0,2.3,4.5,1.0
1362257.0,1.3,4.5,1.5
1105218.0,1.1,8.2,1.1
702047.0,3.3,8.5,3.5
966958.0,1.0,7.4,2.6
1105943.0,2.2,6.6,1.3
1126286.0,1.3,8.1,3.4
974826.0,1.8,0.0,0.0
1106248.0,2.1,6.3,1.8
738459.0,6.0,3.8,6.0
1671013.0,0.6000000000000001,4.8,1.9
1106523.0,2.4,6.4,1.6
1246583.0,1.2,5.0,2.5
1106682.0,2.5,6.2,1.7000000000000002
1132266.0,1.6,7.1,4.0
1639250.0,1.4,3.8,2.1
1107859.0,3.6,6.4,1.1
807369.0,2.3,9.2,3.6
1143698.0,1.0,5.1,2.3
1108100.0,2.4,6.7,1.5
995849.0,1.5,7.3,3.8
973306.0,0.9,6.2,2.5
1108141.0,1.4,8.1,1.6
1007860.0,1.4,8.8,3.4
1108169.0,0.0,13.8,1.3
891102.0,1.7000000000000002,6.7,2.5
1108844.0,2.3,7.0,1.5
993525.0,1.8,7.4,4.2
1096694.0,0.9,6.4,2.5
1109193.0,2.4,6.4,1.5
1085362.0,2.0,7.5,3.7
1008301.0,0.4,4.9,2.4
1109460.0,1.6,6.7,0.8
1290030.0,2.8,3.9,3.2
1534252.0,3.4,2.1,1.8
1109616.0,3.3,4.1,0.5
858857.0,0.8,2.8,6.0
1419481.0,0.7000000000000001,4.2,2.0
1109642.0,2.5,6.3,1.5
1126251.0,1.4,6.1,4.2
1366498.0,1.0,5.4,2.5
1109819.0,4.7,7.1,0.9
837774.0,2.5,8.7,3.6
1494409.0,0.0,4.2,2.8
1110098.0,2.1,6.2,1.2
1190802.0,1.4,7.3,4.5
1123176.0,1.2,5.3,2.4
1111346.0,2.8,5.9,1.0
1151351.0,1.4,5.4,3.2
1318011.0,0.5,4.5,2.0
1111837.0,1.9,7.8,1.1
724097.0,1.8,10.2,3.5
1089821.0,1.4,4.9,2.3
1112092.0,2.9,6.6,1.3
1128474.0,1.4,6.3,4.2
1334135.0,0.9,4.7,2.4
1113469.0,2.3,6.2,1.3
986517.0,1.8,6.3,3.4
1114487.0,0.9,5.8,2.4
1113662.0,2.8,7.3,1.3
875342.0,2.4,9.1,4.0
1091178.0,0.8,6.1,2.9
1113951.0,2.6,7.2,1.6
1071057.0,1.3,8.0,3.8
1168605.0,1.1,5.1,2.4
1114630.0,2.3,6.1,1.3
1052628.0,1.5,6.6,4.2
1119840.0,1.3,4.9,2.2
1114856.0,2.9,6.6,1.6
1112573.0,1.9,6.8,3.5
1048076.0,1.7000000000000002,5.1,2.6
1114897.0,3.4,6.7,1.2
857824.0,3.1,8.2,3.6
1067172.0,0.8,6.0,2.3
1115607.0,2.4,6.2,1.3
1161166.0,1.4,6.4,3.6
1126903.0,1.8,5.1,2.2
1116190.0,3.3,6.4,1.5
900007.0,1.5,8.3,3.6
921875.0,1.6,5.3,2.7
1116210.0,3.1,6.1,1.3
867473.0,2.8,7.2,3.6
1050766.0,1.1,6.2,2.4
1228769.0,0.7000000000000001,5.0,2.3
1117448.0,3.2,6.7,1.0
976894.0,2.5,7.0,3.6
1167174.0,1.8,5.5,2.3
1118264.0,3.9,7.5,1.5
687526.0,3.6,9.0,4.1
1008286.0,0.7000000000000001,7.2,2.5
1118626.0,1.9,7.4,1.6
1128441.0,1.3,6.6,3.2
1276270.0,0.8,6.0,2.6
1119677.0,2.4,6.2,1.4
1014208.0,1.6,8.3,4.4
1175015.0,1.2,6.0,2.3
1120000.0,2.8,7.9,1.5
1158084.0,2.3,7.4,4.2
1695063.0,1.2,4.0,2.1
1120353.0,3.8,5.1,1.3
1416681.0,3.0,4.2,2.5
954044.0,1.0,4.4,3.6
1120910.0,2.4,4.4,0.5
1211761.0,7.4,6.8,2.4
1122754.0,1.1,4.4,2.2
1121024.0,2.5,6.0,0.8
1097782.0,1.7000000000000002,7.9,3.4
1078413.0,1.0,6.3,2.2
1122358.0,1.6,6.5,1.1
1106253.0,1.2,5.1,2.5
1122863.0,2.8,6.2,1.2
1028296.0,2.4,6.8,3.3
775698.0,1.8,9.3,2.9
1123971.0,2.6,6.3,1.4
1206983.0,1.4,6.9,3.6
1138894.0,1.7000000000000002,5.2,2.5
1124133.0,2.5,5.3,1.1
905621.0,3.6,6.7,3.7
592221.0,2.7,12.0,3.1
1124145.0,2.7,9.9,1.4
522432.0,4.5,13.1,3.8
1369332.0,1.1,2.7,1.7000000000000002
1124943.0,1.0,5.8,2.2
1538583.0,0.8,3.5,1.4
1125596.0,2.7,5.5,1.1
1047774.0,2.5,6.0,3.0
1312368.0,1.1,5.1,1.8
1125741.0,2.0,6.3,0.7000000000000001
1218810.0,0.6000000000000001,5.3,2.5
1126157.0,2.6,6.8,1.5
1107234.0,1.2,7.7,3.3
1103823.0,1.0,5.8,2.5
1126262.0,2.1,7.3,0.8
1107026.0,1.9,7.4,3.1
966440.0,1.1,8.0,2.5
1126349.0,2.4,7.3,1.4
993152.0,1.3,8.8,3.6
1098274.0,0.6000000000000001,5.4,2.3
1128380.0,2.2,6.2,1.5
1153926.0,1.7000000000000002,6.2,3.1
1089665.0,1.6,5.0,2.3
1128920.0,3.0,5.5,1.2
1126207.0,1.9,6.3,3.5
1120136.0,0.9,5.1,2.4
1128965.0,3.3,6.1,1.1
1259651.0,1.6,6.3,3.8
1060382.0,1.1,6.5,2.4
1129147.0,1.9,6.8,1.1
1180905.0,1.5,7.0,3.6
1112506.0,0.7000000000000001,6.1,2.7
1129523.0,2.6,7.9,1.7000000000000002
1153646.0,1.4,7.6,3.6
1101896.0,0.9,7.1,2.5
1131473.0,2.6,7.0,1.5
1128658.0,1.7000000000000002,6.5,3.7
897420.0,1.4,7.8,2.4
1132869.0,3.2,9.4,1.2
466188.0,4.6,12.7,3.5
1092638.0,1.3,7.2,1.4
1133363.0,1.4,5.5,1.7000000000000002
1091436.0,0.3,5.6,4.1
1007095.0,0.8,6.3,2.9
1133482.0,2.1,6.0,1.0
1169575.0,1.3,6.9,3.7
1046500.0,1.2,6.3,2.3
1134155.0,2.5,6.0,1.2
1171487.0,1.5,7.0,3.2
1350207.0,1.0,4.4,2.4
1137241.0,2.2,6.7,0.9
1128341.0,0.7000000000000001,7.8,1.6
1137529.0,2.8,6.4,1.3
1386812.0,0.9,4.1,4.1
778277.0,2.1,10.0,3.1
359153.0,8.3,14.5,4.2
681736.0,1.4,10.8,3.1
1138784.0,3.1,8.7,1.6
463829.0,5.4,12.9,3.7
1081648.0,0.9,6.6,2.4
1139760.0,1.1,7.0,1.3
1224713.0,1.0,6.5,3.1
1076572.0,0.8,6.3,2.5
1140076.0,1.8,6.9,1.6
922944.0,2.5,8.9,3.4
1086573.0,1.3,5.4,2.3
1140180.0,2.4,6.8,1.2
1082433.0,3.0,6.5,3.5
1072232.0,1.1,5.0,2.6
1140670.0,2.1,6.4,1.4
1187788.0,1.1,5.5,3.5
1057534.0,0.6000000000000001,5.8,2.3
1140894.0,2.2,6.3,1.1
1231318.0,1.5,5.9,3.5
1152401.0,0.8,6.8,2.3
1141296.0,2.6,7.6,1.6
1065107.0,1.2,8.5,3.6
1015768.0,1.2,5.1,2.9
1141509.0,3.2,5.6,1.7000000000000002
1127816.0,1.1,5.7,2.3
1141546.0,1.6,6.6,1.6
1176606.0,1.0,7.2,3.7
1136608.0,1.1,5.3,2.3
1143339.0,3.7,5.2,1.2
763575.0,3.2,8.9,3.8
1308901.0,1.7000000000000002,5.1,2.6
1143905.0,4.1,5.7,1.3
1344590.0,2.1,4.8,3.1
1259016.0,0.1,4.0,2.4
1147239.0,3.0,6.1,0.8
1025917.0,2.1,5.2,3.4
1148311.0,0.9,5.1,2.5
1148205.0,2.3,5.6,1.1
1149608.0,1.2,6.3,3.8
1617923.0,0.5,2.2,1.2
1148355.0,2.1,7.6,0.9
1234716.0,0.6000000000000001,5.0,2.3
1150402.0,1.2,7.1,1.4
1197914.0,0.5,7.9,3.7
1141059.0,0.9,5.7,2.2
1150777.0,2.4,6.9,1.4
1055404.0,1.7000000000000002,5.8,2.4
1150943.0,2.0,7.1,1.7000000000000002
1189244.0,1.8,6.9,3.0
1111586.0,0.4,5.6,2.5
1152497.0,1.7000000000000002,6.7,0.9
1176875.0,0.8,7.5,3.3
1079975.0,1.0,5.1,2.3
1152557.0,1.3,6.1,1.4
1337977.0,0.9,5.9,3.5
1666321.0,0.1,1.9,1.6
1152778.0,-0.2,5.7,2.3
1236029.0,1.8,7.4,4.9
1077369.0,0.8,5.0,2.6
1154792.0,1.8,5.1,1.7000000000000002
1304776.0,1.5,7.0,2.7
1119591.0,0.6000000000000001,5.5,2.5
1155689.0,2.0,5.8,1.2
1231640.0,1.2,6.7,3.8
1093038.0,0.8,5.5,2.6
1155727.0,1.6,6.9,1.4
1196718.0,1.5,6.7,3.4
1071208.0,1.0,6.6,2.7
1155924.0,2.7,6.8,1.0
1185711.0,1.4,7.7,3.5
1101201.0,0.9,6.0,2.6
1156105.0,1.4,7.1,1.7000000000000002
1130582.0,1.6,7.7,3.7
923514.0,1.3,8.6,2.7
1156333.0,2.1,8.2,1.7000000000000002
1001999.0,1.7000000000000002,8.6,3.5
1314772.0,0.2,6.7,1.7000000000000002
1156686.0,2.3,7.3,0.9
826585.0,2.8,8.5,5.4
1368168.0,1.3,5.0,2.0
1157099.0,2.2,7.2,1.8
1278646.0,-0.1,7.1,3.2
1111070.0,1.0,5.2,2.0
1158162.0,2.3,7.1,1.0
1213680.0,1.3,6.6,3.4
1068636.0,0.8,6.5,2.4
1091735.0,1.2,5.7,2.6
1159959.0,1.5,5.5,0.9
1354610.0,0.8,5.9,3.0
1120176.0,1.2,5.7,2.3
1160783.0,3.2,5.3,0.9
1135689.0,1.2,7.1,3.1
1051591.0,1.0,7.5,2.5
1161103.0,2.4,7.3,1.3
1144143.0,1.5,8.0,3.6
1116056.0,0.8,5.8,2.2
1161823.0,1.6,6.3,2.0
1175475.0,1.3,6.0,3.9
1166565.0,1.0,5.1,2.5
1163095.0,2.5,6.2,1.1
1141535.0,2.3,6.5,3.4
1240847.0,1.4,5.3,2.4
1163865.0,2.7,6.5,1.4
1066964.0,1.6,7.5,2.9
1159672.0,1.0,6.3,2.5
1163995.0,2.3,7.0,1.4
1425990.0,1.4,5.2,2.6
930155.0,1.7000000000000002,9.5,2.5
1164513.0,3.3,10.1,1.7000000000000002
520773.0,6.1,12.4,3.4
1158650.0,1.0,5.3,2.5
1164980.0,1.9,6.8,1.5
1115913.0,1.3,6.2,3.3
1029023.0,1.8,6.4,2.6
1166649.0,2.3,7.1,1.5
1029963.0,1.7000000000000002,7.6,4.6
1108463.0,0.9,5.5,2.6
1166701.0,2.9,6.6,1.1
754635.0,2.2,8.8,3.9
1661958.0,1.3,3.2,1.7000000000000002
1167937.0,2.2,6.7,0.8
1259377.0,1.0,5.9,3.7
1097514.0,1.0,6.8,2.6
1168128.0,1.8,6.3,1.5
1176086.0,1.3,7.7,3.7
1229641.0,1.1,5.7,2.3
1168287.0,2.4,6.8,1.9
1197869.0,1.2,6.3,4.2
1167955.0,1.1,4.9,2.9
1168751.0,2.8,5.8,1.7000000000000002
1140780.0,1.2,5.7,4.1
1188231.0,0.7000000000000001,5.3,2.7
1169607.0,1.5,6.5,1.7000000000000002
1208274.0,1.0,7.0,4.1
1052254.0,1.3,5.8,2.5
1170167.0,1.9,5.9,1.6
1140628.0,1.7000000000000002,5.8,4.3
1552410.0,0.2,4.5,1.6
1171681.0,1.4,4.3,1.1
1702809.0,1.4,3.4,3.5
1054650.0,0.9,6.8,2.6
1173588.0,1.6,7.4,1.3
1009150.0,1.7000000000000002,8.4,3.4
1149008.0,0.5,6.2,2.4
1173960.0,2.5,6.6,1.5
1162970.0,1.2,7.5,3.6
1312070.0,0.6000000000000001,4.6,2.1
1174272.0,2.8,6.7,1.5
1289514.0,1.3,5.5,3.4
1647347.0,0.2,3.6,1.6
1174499.0,2.0,5.7,0.5
1104048.0,2.5,5.5,3.0
1160387.0,1.1,7.1,2.8
1175121.0,3.3,7.6,1.4
1186242.0,1.9,8.6,3.3
1160556.0,1.2,5.5,2.1
1175274.0,2.2,6.3,1.2
1196058.0,0.9,6.5,3.9
1187744.0,1.1,4.7,2.5
1175790.0,2.2,5.9,1.3
1225792.0,1.2,6.2,3.8
1216551.0,0.1,4.4,1.9
1176318.0,2.7,6.4,0.8
776378.0,2.3,6.6,3.9
1149791.0,1.1,5.1,2.2
1176887.0,2.3,5.2,1.3
1192645.0,2.0,5.4,3.4
1252575.0,1.5,4.9,2.4
1177480.0,3.9,6.5,1.2
1235419.0,1.9,5.3,4.4
1405077.0,-0.3,3.6,1.7000000000000002
1178958.0,1.6,6.3,0.3
1153179.0,0.9,5.5,2.4
1180045.0,2.2,6.1,1.2
1245696.0,1.2,6.5,3.5
1220666.0,1.1,5.4,2.3
1183060.0,2.5,5.5,0.9
1138658.0,2.2,6.5,3.5
773877.0,0.8,5.5,1.2
1183594.0,-1.3,7.5,0.3
1263950.0,0.5,0.0,0.0
1068299.0,1.2,5.2,2.5
1186019.0,2.7,5.2,0.8
1396957.0,1.3,5.0,3.3
1182003.0,1.2,4.0,2.0
1186940.0,2.7,5.4,1.4
1212050.0,1.5,6.7,3.4
1050037.0,1.6,6.4,2.3
1187028.0,1.6,6.1,1.3
1194237.0,1.2,6.4,3.3
1078847.0,1.2,5.7,2.3
1188171.0,1.7000000000000002,5.4,1.2
1208694.0,1.5,5.7,3.8
1198269.0,1.3,5.7,2.4
1188290.0,1.6,6.4,1.1
1124750.0,1.0,8.3,3.8
1153988.0,1.6,5.2,2.4
1188441.0,2.8,5.1,1.5
1245283.0,2.5,5.7,3.2
1149204.0,1.7000000000000002,5.0,2.6
1188692.0,3.0,6.2,1.1
1440473.0,1.8,5.6,2.6
948655.0,6.8,1.5,1.0
1191620.0,1.0,5.0,0.6000000000000001
1300615.0,0.7000000000000001,5.4,2.0
1191901.0,2.4,5.7,1.6
1287953.0,1.5,6.2,3.5
1180270.0,0.8,5.6,2.4
1192251.0,2.0,5.9,1.6
1154509.0,2.0,6.2,4.0
1213302.0,1.0,6.4,2.0
1194142.0,5.3,5.5,1.3
1081684.0,2.1,8.9,3.5
1138867.0,1.4,4.9,2.5
1194177.0,2.6,7.2,1.4
1187703.0,1.0,7.2,2.8
1178816.0,1.2,4.0,1.9
1195489.0,2.5,6.5,0.8
1080523.0,1.0,7.6,2.4
1195686.0,2.1,7.3,1.6
1217894.0,1.6,8.2,3.3
1092088.0,1.0,5.8,2.3
1196075.0,1.6,5.9,1.3
1221115.0,1.9,6.3,3.6
1095232.0,1.0,5.4,2.4
1196139.0,2.0,5.2,1.2
1306026.0,0.9,6.0,3.2
1222745.0,0.8,5.5,2.1
1196519.0,1.5,6.8,1.4
1199081.0,1.2,6.4,3.9
1173818.0,0.9,5.3,2.5
1197200.0,2.0,7.1,1.6
1212052.0,1.2,6.7,3.8
1249500.0,1.2,4.5,2.2
1198061.0,3.0,6.1,1.4
1438907.0,2.0,4.7,3.1
1115898.0,1.2,5.2,2.1
1198150.0,2.8,6.1,1.0
1304518.0,2.0,5.6,3.4
1174605.0,0.7000000000000001,5.0,2.4
1198949.0,2.3,6.3,1.5
1123341.0,1.4,7.3,3.9
1544299.0,-0.5,5.8,3.8
1200562.0,1.6,8.0,3.6
979709.0,0.8,3.8,6.0
1009418.0,1.5,6.2,2.8
1200591.0,3.0,5.7,0.7000000000000001
1085445.0,0.9,5.5,4.2
1262685.0,0.9,5.6,2.2
1179817.0,1.5,5.4,2.2
1201235.0,1.7000000000000002,5.4,0.7000000000000001
1279522.0,1.2,6.4,3.7
1115945.0,1.0,5.4,2.1
1201984.0,2.5,4.4,0.8
1189862.0,1.7000000000000002,6.2,3.2
1502230.0,0.6000000000000001,4.6,2.4
1202314.0,2.1,9.3,1.6
1200771.0,0.4,6.7,2.4
1202862.0,1.9,6.8,1.2
1205400.0,1.5,7.3,3.2
1079436.0,1.3,5.2,2.3
1203157.0,3.4,6.3,1.1
825274.0,4.0,7.3,4.5
1330583.0,0.9,4.4,2.6
1204422.0,2.0,7.4,1.1
1072880.0,1.2,6.7,4.0
1017726.0,3.4,8.0,2.7
1204661.0,4.9,6.5,1.2
516092.0,7.0,10.6,4.0
1583654.0,0.5,2.4,2.1
1205060.0,1.7000000000000002,5.0,1.2
1193707.0,1.2,5.3,4.0
1079212.0,0.9,5.3,2.5
1205397.0,1.6,5.9,1.5
1228163.0,1.4,4.6,2.5
1205501.0,2.7,6.6,1.4
1152124.0,1.2,6.1,3.7
1145781.0,0.9,6.6,2.7
1207960.0,3.4,7.0,1.9
1140948.0,1.8,6.5,4.2
1366894.0,1.8,3.9,1.1
1208290.0,0.6000000000000001,6.3,0.6000000000000001
1169056.0,1.2,5.9,2.4
1208653.0,2.2,5.7,1.5
1220369.0,1.4,6.3,3.3
1274835.0,0.5,4.9,2.2
1209538.0,2.7,6.0,1.8
1106371.0,1.4,7.8,4.1
1278938.0,1.4,5.3,2.3
1210077.0,1.9,7.3,1.5
1210106.0,2.1,7.9,3.7
1215836.0,0.3,4.2,2.0
1210749.0,1.6,6.5,1.1
1315933.0,1.7000000000000002,5.7,3.2
1276770.0,1.9,4.2,2.2
1210904.0,2.3,6.3,1.8
1367580.0,1.0,5.1,3.6
1187098.0,1.0,4.8,2.1
1211322.0,2.1,6.2,1.3
1268013.0,1.4,6.3,3.7
1153357.0,1.8,5.0,2.3
1211631.0,2.2,5.9,1.0
1295895.0,0.7000000000000001,5.1,3.5
1197200.0,1.2,5.2,2.2
1212836.0,2.4,6.1,1.3
1284079.0,1.4,6.7,3.7
1665757.0,0.1,2.9,1.6
1213127.0,1.1,5.6,0.9
1211913.0,1.9,5.1,3.6
1117464.0,0.7000000000000001,5.8,2.4
1213268.0,1.9,5.6,1.2
1219199.0,1.1,7.0,3.5
1128933.0,1.3,4.9,2.3
